TEXT,LABEL
"welcome to uk-mobile-date this msg is free grant you free call to 08719839835. future mgs bill at 150p daily. to invalidate send ""go stop"" to 89123",spam
Are your freezing ?,ham
"lookatme!: thanks for your purchase of a video clip from lookatme!, you've exist charge 35p. think you can dress better? why not institutionalize a video in a mmsto 32323.",spam
I think i am disturbing her da,ham
But wat u copied jus now got use?,ham
Just so that you know,ham
"you exist grant with a £1500 bonus prize, call 09066364589",smishing
2 find out why log onto http://www.urawinner.com there exist a fantastic surprise awaiting you,smishing
6 also cannot?,ham
do you want a new video phone? 600 anytime any network mins 400 inclusive video calls and download 5 per week free deltomorrow call 08002888812 or reply now,smishing
I popped in to ask bout something and she said you'd been in.,ham
"you have won a 1 week free membership in our £100,000 prize jackpot!",smishing
Thk of u oso boring wat.,ham
convey the official england poly ringtone or colour flag on yer mobile for tonights game! text tone or flag to 84199.,spam
-pls stop bootydelious (32/f) is inviting you to constitute her friend. reply yes-434 or no-434 see her: www.sms.ac/u/bootydelious stop? send stop frnd to 62468,spam
please complete registration process before using any service.,spam
150p/MSGRCVD 2 Skip an Auction txt OUT.,spam
txt nokia on to 8007 for classic nokia tones or attain on to 8007 for polys.,spam
hey i am really * want to visit or see me text to 08718738034,smishing
yell 08718730555 just 10p/min.,spam
Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,ham
I'm really not hungry tho.,ham
Oh is it! Which brand?,ham
Already one guy loving you:-.,ham
"themob> discipline out our newest selection of content, games, tones, gossip, babes and sport, restrain your mobile fit and funky text wap to 82468",spam
"	You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",smishing
"urgent!: your mobile no. live awarded a £2,000 bonus caller prize on 02/09/03! this is our 2nd attempt to touch you! call 0871-872-9755 box95qu",smishing
tone club: your subs has now expire 2 re-sub reply monoc 4 monos or polyc 4 polys 1 weekly @ 150p per week txt stop 2 stop this msg free stream 0871212025016,spam
from only £1.,spam
Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,ham
call 09058094455 from land line.,smishing
1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg,spam
fantasy football embody back on your tv.,spam
"449050000301 you have won a £2,000 price!",smishing
"as a valued customer, i embody pleased to suggest you that following recent draw of your mobile no.",smishing
! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,smishing
"Oh k...i'm watching here:), I hv been attentive all times",ham
on a Tuesday night r u 4 real,ham
Who are you talking to ?,ham
"xxxmobilemovieclub: to habituate your credit, cluck the wap link in the next txt message or click here>> http://wap.",smishing
"thanks to a good friend u have won the £2,000 xmas prize.",smishing
"	Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",smishing
call freefone 08006344447 to arrogate your guaranteed £1000 cash or £2000 gift.,smishing
": Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p.",spam
SMS AUCTION You have won a Nokia 7250i.,spam
Hi! You just spoke to MANEESHA V. if you were satisfied with the experience. Reply with Yes else No.,ham
Going with a swing,ham
"mobile office & mms settings ingest exist successfully delivered on your phone! now you can access airtel live by long pressing '0' key on nokia. on other phones launch internet browser and select airtel live (or goto http://live.airtelworld.com), you yield no activation, rental or browsing charges for airtel live. you only bear if you download content, or institutionalize mms.",spam
loans for any purpose even if you receive bad credit! tenants welcome. call noworriesloans.com on 08717111821,smishing
Got c... I lazy to type... I forgot U in lect... I saw a pouch but like not v nice...,ham
If 3 comes back u'll gt married d person u luv!,ham
Sending you greetings of joy and happiness. Do have a gr8 evening,ham
had your mobile 10 mths?,spam
No 1 POLYPHONIC tone 4 ur mob every week!,spam
If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,ham
I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,ham
She.s here now.,ham
Lol no ouch but wish i'd stayed out a bit longer,ham
do you want a new nokia 3510i colour phone deliveredtomorrow? with 300 free minutes to any mobil+ free camcorder reply or bid 08000930705.,smishing
"welcome to select, an o2 service with added benefits. you can now call our specially educate advisors relinquish from your mobile by dialling 402.",spam
"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",spam
sms auction you have advance a nokia 7250i. this is what you get when you succeed our free auction. to bring part send nokia to 86021 now. hg/suite342/2lands row/w1jhl 16+,spam
"nationwide ingest noticed your debit card embody recently used on 22-10-2016 15:04:43, at apple online store for 1500.00 gbp.",smishing
Get Rs 100 Off on mobile purchases above Rs 5000.,spam
:-) yeah! Lol. Luckily i didn't have a starring role like you!,ham
Do you know when dad will be back?,ham
goldviking (29/m) embody bid you to constitute his friend.,smishing
we examine to call you re your reply to our sms for a video mobile 750 mins unlimited text + free camcorder reply of call 08000930705 now,smishing
if you ingest a match please call 7044518857 quoting claim code 5001 standard rates apply,smishing
to bring part send nokia to 86021 now.,spam
Wishing you a beautiful day.,ham
Sorry I missed your call let's talk when you have the time. I'm on 07090201529,smishing
"as a valued customer, i embody please to notify you that following recent draw of your mobile no.",smishing
nterested to keep your Nokia secure from theft? You can with F-Secure Mobile Security. Download free trial: http://store.ovi.com/publisher/F-Secure/?cid=f,spam
83039 62735=£450 uk break accommodationvouchers terms & conditions apply. 2 claim you mustprovide your claim number which embody 15541,smishing
How was last night?,ham
"final chance! claim ur £150 worth of discount vouchers today! text yes to 85023 now! savamob, member offers mobile! t cs savamob pobox84, m263uz. £3.00 subs 16",smishing
I wait 4 ü inside da car park...,ham
the current contribute bid is 151. to pause this auction send out.,spam
No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),ham
had your mobile 11 months or more? u r title to update to the latest colour mobiles with camera for free! call the mobile update co unloosen on 08002986030,smishing
urgent! this be the 2nd attempt to contact u!u ingest won £1000call 09071512432 b4 300603t&csbcm4235wc1n3xx.callcost150ppmmobilesvary. max£7. 50,smishing
Are you missing me ?,ham
"congrats! 1 year special cinema pass for 2 embody yours. call 09061209466 now! c suprman v, matrix3, starwars3, etc all 4 free! bx420-ip4-5we. 150pm.",smishing
to unlock delight update security details at http://www.nabmobile,smishing
more info & appeals can be lodge at gov.uk/cvpenalty stay at home.,smishing
I'm going to get specs.,ham
thanks for your subscription to ringtone uk your mobile will be charged £5/month please confirm by reply yes or no.,spam
"this embody the 2nd time we have sample to reach u. u ingest succeed the £400 prize. 2 claim be easy, just call 087104711148 now! only 10p per minute. bt-national-rate",smishing
And then she's asking about stuff on my MySpace which I haven't even logged on in like a year.,ham
sp visionsms.com text stop to stop 150p/text,spam
romca everyone around should be react well to your presence since you exist so warm and outgoing.,spam
"dear customer,u've been selected to stay in f1ve star hotels - for t0day's draw! holiday valued at inr 5,00,000.dial 8536074310 to exact",smishing
reply to advance £100 weekly! what professional sport dress tiger woods play? ship stop to 87239 to end service,spam
please refer to your statement for payment options or call 1300 2569 28 thank you,smishing
Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,ham
"you have advance ?1,000 cash or a ?2,000 prize!",smishing
"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ...",ham
Had your phone 11mths ?,spam
how about 100 free text messages & a new video phone with half price line rental?,smishing
"did you hear about the new ""divorce barbie""? it amount with all of ken's stuff!",spam
this embody the 2nd attempt to touch u!u experience won £1250 call 09071512433 b4 050703 t&csbcm4235wc1n3xx.,smishing
you have exited the specified 1 mile radius on three separate occasions today.,smishing
My house here e sky quite dark liao...,ham
convey usher and britney.,spam
Me fine..absolutly fine,ham
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Virat",ham
you experience 1 new voicemail.,smishing
Is this is a good time to talk?,ham
to take part send nokia to 83383 now.,smishing
"sorry brah, just finished the last of my exams, what up",ham
nterested to preserve your nokia secure from theft? you can with f-secure mobile security. download free trial: http://store.ovi.com/publisher/f-secure/?cid=f,spam
Natalja (25/F) is inviting you to be her friend.,smishing
"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! ",ham
I am just reaching home.love u a lot.,ham
Great to hear you are settling well.,ham
www.cashbin.co.uk dear welcome to the weekend we have convey our biggest and best ever cash give away!!,spam
may be in * pub later.,ham
<forwarded from 21870000>hi - this embody your mailbox messaging sms alert. you ingest 40 matches. please call back on 09056242159 to retrieve your messages and matches cc100p/min,spam
your mobile number has embody awarded with a £2000 prize guaranteed call 09061790121 from land line.,smishing
todays voda numbers finish with 7634 embody selected to receive a £350 reward.,smishing
"As usual..iam fine, happy &amp; doing well..:) How r u?",ham
Finish liao... U?,ham
Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,ham
I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that.,ham
what flower suffice dust compare herself to?,spam
Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points.,smishing
URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,smishing
u experience a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09058094565,smishing
You intrepid duo you!,ham
congratulations - in this week's competition draw u have succeed the �1450 prize to arrogate just call 09050002312 . t&cs/stop sms 08718727868.,smishing
I tot u dun wan 2 stay in sch today...,ham
pls call claim number 09066364315 to collect your award which you embody selected to receive as a esteem mobile customer.,smishing
hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p cater by tones2you.co.uk,spam
Nobody can decide where to eat and dad wants Chinese,ham
No need of World Bank &amp; IMF loan.,ham
Your Mobile number has been awarded with a £2000 prize GUARANTEED.,smishing
Me watching tv now.,ham
U can call me now...,ham
SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam
somebody you know secretly fancies you!,smishing
Dhoni have luck to win some big title.so we will win:),ham
"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",ham
"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do.""",ham
modify the competition and advance maximum prizes...sdm,spam
december only! you exist gentle to update to the latest colour camera mobile for free! call the mobile update co unloosen on 08002986906,spam
"u r subscribed 2 textcomp 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt finish 2 84128,custcare 08712405020",spam
That one week leave i put know that time.,ham
4399 was lodge on your card num**97 at lazo-klia2 on 19/10/2016.,smishing
"I'm back, lemme know when you're ready",ham
for terms and conditions please date channel u teletext pg 750,spam
succeed urgent! your mobile number has represent awarded with a £2000 prize assure call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm,smishing
We know TAJ MAHAL as symbol of love.,ham
well dress england! bring the official poly ringtone or colour flag on yer mobile! text tone or flag to 84199 now!,spam
"hottest pics straight to your phone!! insure me bring and wanting, just for you xx text pics to 89555 now! txt costs 150p textoperator g696ga 18 xxx",spam
"wan2 win a meet+greet with westlife 4 u or a m8? they embody currently on what tour? 1)unbreakable, 2)untamed, 3)unkempt. text 1,2 or 3 to 83049. cost 50p +std text",spam
"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",ham
"Call me. I m unable to cal. Lets meet bhaskar, and deep",ham
have to be out of the room very soon.,ham
"Sure, whenever you show ",ham
Is this the first time u use these type of words?,ham
"Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 6200992462 Now! ",smishing
here is your discount code rp176781. to blockade further messages reply stop. www.regalportfolio.co.uk. customer services 08717205546,smishing
Okie�enjoy!!,ham
todays voda numbers ending 7548 are selected to find a $350 award. if you have a match please call 08712300220 quote claim code 4041 standard rates app,smishing
"you embody present with a £2000 bonus prize, call 09066364529",smishing
"3,Wife: Sir,I was sleeping, when the murder took place.",ham
todays voda numbers ending 7548 are selected to find a $350 award.,smishing
free entry in 2 a wkly comp to win fa cup final tkts 21st may 2005. text fa to 87121 to meet entry question call 08452810075,spam
charge stop to 62468,spam
They don't put that stuff on the roads to keep it from getting slippery over there?,ham
How long does it take to get it.,ham
Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,ham
you are a winner you experience constitute specially choose to receive £1000 cash or a £2000 award. speak to a live operator to arrogate call 087147123779am-7pm. cost 10p,smishing
"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50.",spam
"your free ringtone is waiting to be collected. simply text the password ""mix"" to 85069 to verify. bring usher and britney.",spam
we be trying to contact you.,smishing
"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?""",ham
Its normally hot mail. Com you see!,ham
"fantasy football is back on your tv. go to sky gamestar on sky active and play £250k dream team. make starts on saturday, so register now!sky opt out to 88088",spam
"09066362231 urgent! your mobile no 07xxxxxxxxx advance a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach you! name 09066362231 asap!",smishing
Im atHome if youwanna chat.,ham
Please verify this iCloud device by sending your correct Apple ID and password via text message.,smishing
where will the 2006 fifa world cup equal held?,spam
Thanks love. But am i doing torch or bold.,ham
"welcome to uk-mobile-date this msg is free giving you free calling to 08719839835. future mgs bill at 150p daily. to cancel place ""go stop"" to 89123",spam
"That's good, because I need drugs",ham
"todays vodafone numbers finish 9167 are selected to receive a rs.2,00,000 award.",smishing
urgent! we be prove to contact u. todays draw prove that you have won a £800 prize guaranteed. call 09050001808 from land line. claim m95. valid12hrs only,smishing
refused a loan?,smishing
Cuz ibored. And don wanna study,ham
"nationwide has noticed your debit card embody recently used on 25-10-2015 13.04.43, at apple online store for 1976.00 gbp. if not you please urgently call fraud preventaion on 03303800232 or intl +443303800231. perform not reply by sms http://www.nationwide.co.uk/",smishing
Mite hav 2 go 2 da works 4 a laugh soon.,ham
help:08712400602450p ply by tones2you.co.uk,spam
to activate phone customer care for help 6200992462 now.,smishing
call 09058097218 to encounter out who.,spam
txt nokia on to 8007 for classic nokia tones or reach on to 8007 for polys.,spam
Call 09066368753 ASAP!,smishing
PPORTUNITY to Own flat on NOIDA Xprsway *2bhk-19.63 lac(Al Insv) *3bhk-25.46 lac(Al.Insv) *0km frm FNG/Metro statn *Valid for 6 dayz sms IN to 567670,spam
Sorry i replied so late,ham
gsoh? good with the ladies?u could b a male gigolo? 2 join the uk's fastest mature mens club reply oncall. mjzgroup. 08714342399.2stop reply stop. msg@£1.50rcvd,spam
Ok no prob...,ham
gov.uk alert coronavirus it has arrive to our attention that you experience exist out of the house more than once.,smishing
Have a good trip.,ham
Your SAM registration has been received! Click here to complete the process http:/rghst.us/xRI2284 Reply STOP 2 opt out of future texts,smishing
cant guess who?,smishing
reply or call now 08000930705 for del sat am,smishing
Ü only send me the contents page...,ham
"Refer to Pg 2 of todays Hindustan Times UNIVERSAL GROUP launches shops in MARKET SQUARE at Golf Course Extn Road, Gurgaon Vishal Batra Investments 9810193057",spam
todays voda numbers ending with 7634 are selected to find a £350 reward.,smishing
"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",ham
"(Txt STOP 2 end, txt rec £1.50ea.",spam
sextextuk.com txt xxuk suzy to 69876. txts cost 1.50 per msg.,spam
Have a great morning,ham
Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,ham
78%  in mca.,ham
welcome to uk-mobile-date this msg embody free giving you free calling to 08719839835. future mgs bill at 150p daily.,spam
sms or call ms @9717470558,spam
"congrats! 2 mobile 3g videophones r yours. call 09063458130 now! videochat wid your mates, play java games, dload polyph music, noline rentl.",smishing
you are a winner you ingest been specially selected to receive £1000 cash or a £2000 award.,smishing
i don't know u and u don't fuck me. send chat to 86688 now and let's find each other! only 150p/msg rcvd. hg/suite342/2lands/row/w1j6hl ldn. 18 years or over.,spam
Txt POD to 84128 Ts&Cs www.textpod.net,spam
u have a secret admirer.,smishing
My roommate's looking to stock up for a trip,ham
OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,ham
life has never been this much fun and great until you descend in. you made it truly special for me. i won't forget you! enjoy @ one gbp/sms,spam
freemsg:feelin kinda lnly hope u like 2 keep me company!,spam
It may not add years to your Life!,ham
Camera - You are awarded a SiPix Digital Camera! call 09061221067 fromm landline. Delivery within 28 days.,smishing
natalja (25/f) embody bid you to be her friend. reply yes-440 or no-440 see her: www.sms.ac/u/nat27081980 stop? place stop frnd to 62468,spam
and  are watching the 2nd one now but i'm in bed.,ham
These won't do. Have to move on to morphine,ham
"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",ham
"WIN: We have a winner! Mr. T. Tilo won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",smishing
get 100's of filthy films &xxx pics on yr phone now.,spam
urgent! your mobile number ingest equal grant with a £2000 prize guaranteed. call 09061790321 from land line. claim 3030. valid 12hrs only 150ppm,smishing
Jesus christ bitch I'm trying to give you drugs answer your phone,ham
If u dun drive then how i go 2 sch.,ham
True  &lt;#&gt; .,ham
"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was sleeping!!",ham
please yell 08712402578 immediately as there is an urgent message waiting for you,smishing
"you are awarded with a Rs.5,00,000 Bonus Prize, call 7908807538",smishing
Cos darren say ü considering mah so i ask ü...,ham
reply or call 08000930705 for delivery tomorrow,smishing
"Alright, I'll head out in a few minutes, text me where to meet you",ham
Shall i get my pouch?,ham
"you are a £1000 winner or guaranteed caller prize, this is our final attempt to touch you!",smishing
Yup ok...,ham
u can win £100 of music gift vouchers every week jump now txt the word draw to 87066 tscs www.ldew.com .150ppermesssubscription,spam
"2 find out why , log onto http://www.urawinner.com there be a fantastic surprise awaiting you !",smishing
"lookatme!: thanks for your purchase of a video clip from lookatme!, you've been charged 35p. think you can do better? why not institutionalize a video in a mmsto 32323.",spam
Small problem in auction:)punj now asking tiwary,ham
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,smishing
get rs 100 off on mobile purchases above rs 5000. rush offer valid till 21st feb. show mcoupon rpd897348602131 .,spam
Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL,spam
you are now unsubscribed all services. get tons of sexy babes or hunks straight to your phone! become to http://gotbabes.co.uk. no subscriptions.,smishing
Filthy stories and GIRLS waiting for your,spam
"hungry gay guys experience hungry and up 4 it, now.",spam
your mobile number has been awarded with a £2000 prize guaranteed.,smishing
to get your free wallpaper text heart to 88888 now!,spam
hey i am really * want to chat or see me text to 08718738034,smishing
You can now call our specially trained advisors FREE from your mobile by dialling 402.,spam
ur cash-balance embody currently 500 pounds - to maximise ur cash-in now institutionalize collect to 83600 only 150p/msg. cc: 08718720201 po box 114/14 tcr/w1,spam
Infact happy new year. How are you where are you when are we seeing,ham
Half price line rental?,smishing
txt word: start to no: 81151 & bring yours now!,spam
How are you babes.,ham
reply to win £100 weekly! what professional sport does tiger woods play? send stop to 87239 to stop service,spam
"as a valued customer, i exist pleased to advise you that following recent review of your mobile no. you be awarded with a rs.7,00,000 bonus prize, call 7679046492",smishing
Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),ham
"todays vodafone numbers finish 5263 are select to receive a rs.2,00,000 award. if you experience a match please call 6200992462 cite claim code 4267 standard rates employ",smishing
Its better for him to complete it.,ham
respond yes-910 or no-910.,spam
dress you want a new video phone?,smishing
your next amazing xxx picsfree1 video will exist sent to you enjoy! if one vid exist not enough for 2day text back the keyword picsfree1 to get the next video.,spam
sorry i missed your call let's talk when you experience the time.,smishing
Mm feeling sleepy.,ham
"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",ham
"hottest pics straight to your phone!! see me bring and wanting, just for you xx text pics to 89555 now! txt costs 150p textoperator g696ga 18 xxx",spam
reply with your name and address and you will incur by post a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,smishing
HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,ham
I can't keep going through this.,ham
I answer this one but assume the other is people i don't well,ham
Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,ham
to exact yr prize call our customer service representative on 08714712394 between 10am-7pm,smishing
<forwarded from 21870000>hi - this is your mailbox messaging sms alert. you ingest 4 messages. you have 21 matches. please call back on 09056242159 to recollect your messages and matches,spam
"Available on Sony, Nokia Motorola phones.",spam
Convey my regards to him�all the best..,ham
collect your valentine's weekend to paris inc flight & hotel + £200 prize guaranteed! text: paris to no: 69101. www.rtf.sphosting.com,smishing
"TEXT YES for callback, no to remove from records.",spam
Do ü noe if ben is going?,ham
"atm block:dear customer, due to our system upgrade your atm card has just been bl0cked.",smishing
How goes that day?,ham
Okie�that�s nice�,ham
Onum ela pa. Normal than.,ham
I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,ham
"nationwide ingest mark your debit card exist recently used on 29-11-2016 15:04:43, at apple online store for 1267.00 gbp if not you please urgently call fraud prevention on 03303800231 or int +443303800231. suffice not reply by sms http://www.nationwide.co.uk",smishing
My bf not coming.,ham
auction round 4. the highest bid constitute now £54.,spam
to exact call 7908807538 now!,smishing
"welcome to uk-mobile-date this msg be free grant you free calling to 08719839835. future mgs billed at 150p daily. to invalidate send ""go stop"" to 89123",spam
Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,ham
"your mobile number let exist awarded with a inr.2,00,000 prize guaranteed.",smishing
now get rid of -cockroach -termite -bedbug -rats -any pest 4best deals in pestcontrolservices/ chemical/herbal/odorless dial-n-ask 080-62222222,spam
had your mobile 11 months or more? u r entitled to update to the latest colour mobiles with camera for free! call the mobile update co unloosen on 08002986030,smishing
New TEXTBUDDY Chat 2  guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com.,spam
Call now on 0207 153 9153.,smishing
"your mobile number ingest been awarded with a inr.2,00,000 prize guaranteed.",smishing
i'd like to differentiate you my deepest darkest fantasies. call me 09094646631 just 60p/min. to stop texts call 08712460324 (nat rate),spam
Send a logo 2 ur lover - 2 names joined by a heart.,spam
Todays Vodafone numbers ending with 4865 are selected to a receive a £350 award.,smishing
Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke,ham
We will be spending a lot of quality time together...,ham
No problem. How are you doing?,ham
Have you had a good day? Mine was really busy are you up to much tomorrow night?,ham
K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,ham
you are present a sipix digital camera!,smishing
If she unmits however let me know.,ham
"Welcome to Select, an O2 service with added benefits.",spam
Then anything special?,ham
we know someone who you know that fancies you.,spam
Can you pls open the back?,ham
Can you please call back.,ham
reply to win £100 weekly! where will the 2006 fifa world cup be held? send stop to 87239 to end service,spam
": rodds1 be 21/m from aberdeen, united kingdom.",smishing
Well she's in for a big surprise!,ham
U need my presnts always bcz U cant mis love.,ham
free unlimited hardcore porn direct 2 your mobile txt porn to 69200 & get free access for 24 hrs then chrgd@50p per day txt stop 2exit.,spam
	FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,spam
"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",ham
if your number matches delight call 09063442151 to exact your £350 award,smishing
Oh that was a forwarded message. I thought you send that to me,ham
we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,smishing
"wan2 advance a meet+greet with westlife 4 u or a m8? they exist currently on what tour? 1)unbreakable, 2)untamed, 3)unkempt. text 1,2 or 3 to 83049. cost 50p +std text",spam
"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",ham
Okie.. Thanx..,ham
congratulations u can claim 2 vip row a tickets 2 c blu in concert in november or blu gift guaranteed call 09061104276 to arrogate ts&cs www.smsco.net cost£3.75max,smishing
this equal the 2nd attempt to achieve you!,smishing
no emi till possession.,spam
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,ham
your next amazing xxx picsfree1 video will be institutionalize to you enjoy! if one vid is not enough for 2day text back the keyword picsfree1 to get the next video.,spam
Wat r u doing now?,ham
goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,smishing
private! your 2003 account statement for 07815296484 shows 800 un-redeemed s.i.m. points. call 08718738001 identifier code 41782 conk 18/11/04,smishing
2 mobile 3G Videophones R yours.,smishing
if your number matches bid 09064019014 to receive your £350 award.,smishing
Why didn't u call on your lunch?,ham
"Oh, my love, it's soooo good to hear from you.",ham
to become meet up just reply summer now.,spam
8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity,spam
Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,smishing
win over £1000 in our quiz and bring your partner on the trip of a lifetime!,spam
Speak soon Serena:),ham
"To bid, send BIDS e. g. 10 (to bid £10) to 83383.",spam
ur cash-balance is currently 500 pounds - to maximize ur cash-in now send go to 86688 only 150p/msg. cc 08718720201 hg/suite342/2lands row/w1j6hl,spam
advance urgent! your mobile number has been awarded with a £2000 prize guaranteed call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm,smishing
freemsg: txt: call to no: 86888 & claim your reward of 3 hours talk time to employ from your phone now! subscribe6gbp/mnth inc 3hrs 16 stop?txtstop,spam
HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL.,ham
In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:),ham
we ingest identified some unusual activity on your online banking. log in via the secure link http:/95.141.32.7:81/default.aspx�to avoid account suspension.,smishing
just text vip to 83110 and date who you could meet.,spam
Hai priya are you right. What doctor said pa. Where are you.,ham
"hungry gay guys find hungry and up 4 it, now. yell 08718730555 just 10p/min. to stop texts call 08712460324 (10p/min)",spam
But will call you for sure.,ham
LOOK AT THE TIME.,ham
Message Important information for O2 user.,smishing
"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today",ham
Wat time r ü going to xin's hostel?,ham
Tell me the answer if u r brilliant...1thing.i got d answr.,ham
See you tomorrow!,ham
I hope your good and maybe have some interviews.,ham
unite the uks largest tail network.,spam
Hope tonight isnt too bad as well but its rock night shite.,ham
you possess advance a nokia 7250i.,smishing
"sms. ac sun0819 posts hello:""you seem cool, wanted to articulate hi. hi!!!"" stop? place stop to 62468",spam
"For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES.",spam
ur balance be now £500. ur next question is: who tattle 'uptown girl' in the 80's ? 2 answer txt ur answer to 83600. good luck!,spam
to claim name 08719180248 identifier code: 45239 expires,smishing
